PACKED,NULLABLE,SUB_PART,COMMENT,INDEX_NAME,INDEX_TYPE,NON_UNIQUE,COLLATION,INDEX_SCHEMA,SEQ_IN_INDEX,TABLE_SCHEMA,TABLE_NAME,TABLE_CATALOG,CARDINALITY,COLUMN_NAME
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_tasks_history,NULL,NULL,belongs_to
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_user_tasks_history,NULL,0,task_version
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_votings,NULL,NULL,user
NULL,<blank>,100,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_user_votings,NULL,0,id
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_user_watches,NULL,NULL,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_user_watches,NULL,NULL,event
NULL,<blank>,100,<blank>,PRIMARY,BTREE,0,A,tikiwiki,3,tikiwiki,tiki_user_watches,NULL,0,object
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_userfiles,NULL,0,fileId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_users,NULL,0,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_users_score,NULL,NULL,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_users_score,NULL,0,event_id
NULL,<blank>,NULL,<blank>,user,BTREE,1,A,tikiwiki,1,tikiwiki,tiki_users_score,NULL,NULL,user
NULL,<blank>,NULL,<blank>,user,BTREE,1,A,tikiwiki,2,tikiwiki,tiki_users_score,NULL,NULL,event_id
NULL,<blank>,NULL,<blank>,user,BTREE,1,A,tikiwiki,3,tikiwiki,tiki_users_score,NULL,NULL,expire
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_webmail_contacts,NULL,0,contactId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_webmail_messages,NULL,NULL,accountId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,tiki_webmail_messages,NULL,0,mailId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_wiki_attachments,NULL,0,attId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,tiki_zones,NULL,0,zone
NULL,<blank>,30,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,users_grouppermissions,NULL,NULL,groupName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,users_grouppermissions,NULL,4,permName
NULL,<blank>,30,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,users_groups,NULL,3,groupName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,users_objectpermissions,NULL,NULL,objectId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,users_objectpermissions,NULL,NULL,objectType
NULL,<blank>,30,<blank>,PRIMARY,BTREE,0,A,tikiwiki,3,tikiwiki,users_objectpermissions,NULL,NULL,groupName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,4,tikiwiki,users_objectpermissions,NULL,0,permName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,users_permissions,NULL,178,permName
NULL,YES,NULL,<blank>,type,BTREE,1,A,tikiwiki,1,tikiwiki,users_permissions,NULL,NULL,type
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,users_usergroups,NULL,NULL,userId
NULL,<blank>,30,<blank>,PRIMARY,BTREE,0,A,tikiwiki,2,tikiwiki,users_usergroups,NULL,1,groupName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki,1,tikiwiki,users_users,NULL,1,userId
NULL,<blank>,NULL,<blank>,score,BTREE,1,A,tikiwiki,1,tikiwiki,users_users,NULL,NULL,score
NULL,<blank>,NULL,<blank>,login,BTREE,1,A,tikiwiki,1,tikiwiki,users_users,NULL,NULL,login
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,galaxia_activities,NULL,0,activityId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,galaxia_activity_roles,NULL,NULL,activityId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,galaxia_activity_roles,NULL,0,roleId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,galaxia_instance_activities,NULL,NULL,instanceId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,galaxia_instance_activities,NULL,0,activityId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,galaxia_instance_comments,NULL,0,cId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,galaxia_instances,NULL,0,instanceId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,galaxia_processes,NULL,0,pId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,galaxia_roles,NULL,0,roleId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,galaxia_transitions,NULL,NULL,actFromId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,galaxia_transitions,NULL,0,actToId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,galaxia_user_roles,NULL,NULL,roleId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,galaxia_user_roles,NULL,0,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,galaxia_workitems,NULL,0,itemId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,messu_archive,NULL,0,msgId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,messu_messages,NULL,0,msgId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,messu_sent,NULL,0,msgId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,sessions,NULL,0,sesskey
NULL,<blank>,NULL,<blank>,expiry,BTREE,1,A,tikiwiki195,1,tikiwiki195,sessions,NULL,NULL,expiry
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_article_types,NULL,4,type
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_articles,NULL,0,articleId
NULL,YES,NULL,<blank>,title,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_articles,NULL,NULL,title
NULL,YES,255,<blank>,heading,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_articles,NULL,NULL,heading
NULL,YES,255,<blank>,body,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_articles,NULL,NULL,body
NULL,YES,32,<blank>,author,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_articles,NULL,NULL,author
NULL,YES,NULL,<blank>,nbreads,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_articles,NULL,NULL,nbreads
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,1,tikiwiki195,tiki_articles,NULL,NULL,title
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,2,tikiwiki195,tiki_articles,NULL,NULL,heading
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,3,tikiwiki195,tiki_articles,NULL,NULL,body
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_banners,NULL,0,bannerId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_banning,NULL,0,banId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_banning_sections,NULL,NULL,banId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_banning_sections,NULL,0,section
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_blog_activity,NULL,NULL,blogId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_blog_activity,NULL,0,day
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_blog_posts,NULL,0,postId
NULL,YES,255,<blank>,data,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_blog_posts,NULL,NULL,data
NULL,<blank>,NULL,<blank>,blogId,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_blog_posts,NULL,NULL,blogId
NULL,YES,NULL,<blank>,created,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_blog_posts,NULL,NULL,created
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,1,tikiwiki195,tiki_blog_posts,NULL,NULL,data
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,2,tikiwiki195,tiki_blog_posts,NULL,NULL,title
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_blog_posts_images,NULL,0,imgId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_blogs,NULL,0,blogId
NULL,YES,NULL,<blank>,title,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_blogs,NULL,NULL,title
NULL,YES,255,<blank>,description,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_blogs,NULL,NULL,description
NULL,YES,NULL,<blank>,hits,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_blogs,NULL,NULL,hits
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,1,tikiwiki195,tiki_blogs,NULL,NULL,title
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,2,tikiwiki195,tiki_blogs,NULL,NULL,description
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_calendar_categories,NULL,0,calcatId
NULL,<blank>,NULL,<blank>,catname,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_calendar_categories,NULL,NULL,calendarId
NULL,<blank>,16,<blank>,catname,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_calendar_categories,NULL,0,name
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_calendar_items,NULL,0,calitemId
NULL,<blank>,NULL,<blank>,calendarId,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_calendar_items,NULL,NULL,calendarId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_calendar_locations,NULL,0,callocId
NULL,<blank>,NULL,<blank>,locname,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_calendar_locations,NULL,NULL,calendarId
NULL,<blank>,16,<blank>,locname,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_calendar_locations,NULL,0,name
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_calendar_roles,NULL,NULL,calitemId
NULL,<blank>,16,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_calendar_roles,NULL,NULL,username
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,3,tikiwiki195,tiki_calendar_roles,NULL,0,role
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_calendars,NULL,0,calendarId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_categories,NULL,0,categId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_categorized_objects,NULL,0,catObjectId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_category_objects,NULL,NULL,catObjectId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_category_objects,NULL,0,categId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_category_sites,NULL,NULL,categId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_category_sites,NULL,0,siteId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_chart_items,NULL,0,itemId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_charts,NULL,0,chartId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_charts_rankings,NULL,NULL,chartId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_charts_rankings,NULL,NULL,itemId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,3,tikiwiki195,tiki_charts_rankings,NULL,0,period
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_charts_votes,NULL,NULL,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_charts_votes,NULL,0,itemId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_chat_channels,NULL,0,channelId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_chat_messages,NULL,0,messageId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_chat_users,NULL,NULL,nickname
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_chat_users,NULL,0,channelId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_comments,NULL,0,threadId
NULL,YES,NULL,<blank>,title,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_comments,NULL,NULL,title
NULL,YES,255,<blank>,data,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_comments,NULL,NULL,data
NULL,<blank>,NULL,<blank>,object,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_comments,NULL,NULL,object
NULL,YES,NULL,<blank>,hits,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_comments,NULL,NULL,hits
NULL,YES,NULL,<blank>,tc_pi,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_comments,NULL,NULL,parentId
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,1,tikiwiki195,tiki_comments,NULL,NULL,title
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,2,tikiwiki195,tiki_comments,NULL,NULL,data
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_content,NULL,0,contentId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_content_templates,NULL,0,templateId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_content_templates_sections,NULL,NULL,templateId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_content_templates_sections,NULL,0,section
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_cookies,NULL,0,cookieId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_copyrights,NULL,0,copyrightId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_directory_categories,NULL,0,categId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_directory_search,NULL,0,term
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_directory_sites,NULL,0,siteId
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,1,tikiwiki195,tiki_directory_sites,NULL,NULL,name
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,2,tikiwiki195,tiki_directory_sites,NULL,NULL,description
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_download,NULL,0,id
NULL,<blank>,NULL,<blank>,object,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_download,NULL,NULL,object
NULL,<blank>,NULL,<blank>,object,BTREE,1,A,tikiwiki195,2,tikiwiki195,tiki_download,NULL,NULL,userId
NULL,<blank>,NULL,<blank>,object,BTREE,1,A,tikiwiki195,3,tikiwiki195,tiki_download,NULL,NULL,type
NULL,<blank>,NULL,<blank>,userId,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_download,NULL,NULL,userId
NULL,<blank>,NULL,<blank>,type,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_download,NULL,NULL,type
NULL,<blank>,NULL,<blank>,date,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_download,NULL,NULL,date
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_drawings,NULL,0,drawId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_dsn,NULL,0,dsnId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_dynamic_variables,NULL,0,name
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_eph,NULL,0,ephId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_extwiki,NULL,0,extwikiId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_faq_questions,NULL,0,questionId
NULL,YES,NULL,<blank>,faqId,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_faq_questions,NULL,NULL,faqId
NULL,YES,255,<blank>,question,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_faq_questions,NULL,NULL,question
NULL,YES,255,<blank>,answer,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_faq_questions,NULL,NULL,answer
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,1,tikiwiki195,tiki_faq_questions,NULL,NULL,question
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,2,tikiwiki195,tiki_faq_questions,NULL,NULL,answer
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_faqs,NULL,0,faqId
NULL,YES,NULL,<blank>,title,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_faqs,NULL,NULL,title
NULL,YES,255,<blank>,description,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_faqs,NULL,NULL,description
NULL,YES,NULL,<blank>,hits,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_faqs,NULL,NULL,hits
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,1,tikiwiki195,tiki_faqs,NULL,NULL,title
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,2,tikiwiki195,tiki_faqs,NULL,NULL,description
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_featured_links,NULL,0,url
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_file_galleries,NULL,0,galleryId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_files,NULL,0,fileId
NULL,<blank>,NULL,<blank>,name,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_files,NULL,NULL,name
NULL,YES,255,<blank>,description,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_files,NULL,NULL,description
NULL,YES,NULL,<blank>,downloads,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_files,NULL,NULL,downloads
NULL,<blank>,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,1,tikiwiki195,tiki_files,NULL,NULL,name
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,2,tikiwiki195,tiki_files,NULL,NULL,description
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,3,tikiwiki195,tiki_files,NULL,NULL,search_data
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_forum_attachments,NULL,0,attId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_forum_reads,NULL,NULL,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_forum_reads,NULL,0,threadId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_forums,NULL,0,forumId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_forums_queue,NULL,0,qId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_forums_reported,NULL,0,threadId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_friends,NULL,NULL,user
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_friends,NULL,0,friend
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_friendship_requests,NULL,NULL,userFrom
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_friendship_requests,NULL,0,userTo
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_galleries,NULL,0,galleryId
NULL,<blank>,NULL,<blank>,name,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_galleries,NULL,NULL,name
NULL,YES,255,<blank>,description,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_galleries,NULL,NULL,description
NULL,YES,NULL,<blank>,hits,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_galleries,NULL,NULL,hits
NULL,<blank>,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,1,tikiwiki195,tiki_galleries,NULL,NULL,name
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,2,tikiwiki195,tiki_galleries,NULL,NULL,description
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_galleries_scales,NULL,NULL,galleryId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_galleries_scales,NULL,0,scale
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_games,NULL,0,gameName
NULL,<blank>,30,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_group_inclusion,NULL,NULL,groupName
NULL,<blank>,30,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_group_inclusion,NULL,0,includeGroup
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_history,NULL,NULL,pageName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_history,NULL,0,version
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_hotwords,NULL,0,word
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_html_pages,NULL,0,pageName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_html_pages_dynamic_zones,NULL,NULL,pageName
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_html_pages_dynamic_zones,NULL,0,zone
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_images,NULL,0,imageId
NULL,<blank>,NULL,<blank>,name,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_images,NULL,NULL,name
NULL,YES,255,<blank>,description,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_images,NULL,NULL,description
NULL,YES,NULL,<blank>,hits,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_images,NULL,NULL,hits
NULL,<blank>,NULL,<blank>,ti_gId,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_images,NULL,NULL,galleryId
NULL,YES,NULL,<blank>,ti_cr,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_images,NULL,NULL,created
NULL,YES,NULL,<blank>,ti_us,BTREE,1,A,tikiwiki195,1,tikiwiki195,tiki_images,NULL,NULL,user
NULL,<blank>,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,1,tikiwiki195,tiki_images,NULL,NULL,name
NULL,YES,NULL,<blank>,ft,FULLTEXT,1,NULL,tikiwiki195,2,tikiwiki195,tiki_images,NULL,NULL,description
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,1,tikiwiki195,tiki_images_data,NULL,NULL,imageId
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,2,tikiwiki195,tiki_images_data,NULL,NULL,xsize
NULL,<blank>,NULL,<blank>,PRIMARY,BTREE,0,A,tikiwiki195,3,tikiwiki195,tiki_images_data,NULL,NULL,ysize
